"","Line","UWC","Region","State","Segment","FirstQuoteYear","FirstEffYear","mnln_cd","coast_ind","earlyshop_mth_bkt","SPRNKL_IND_bkt","SUM_BLD_SQFTAGE_bkt","LOC_BLD_AGE_bkt","bld_ind"
"5694","CMP","HUNT VALLEY","MID-ATLANTIC","VA","GARAGE","2015","2016","MULTI","N","c.2","b.N","c.<4250","c.<40","1"
"5695","CMP","METRO","MID-ATLANTIC","NJ","RESTAURANTS","2017","2017","MPAC","N","b.1","a.Y","d.<11300","d.<70","1"
"5696","CMP","CHARLOTTE","SOUTHERN","NC","OFFICE","2017","2017","MULTI","N","a.0","b.N","b.<1800","e.70+","0"
"5697","CMP","HUNT VALLEY","MID-ATLANTIC","WV","APARTMENTS","2017","2017","MPAC","N","a.0","b.N","c.<4250","d.<70","1"
"5698","CMP","HARTFORD","NORTHEAST","NY","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","1"
"5703","CMP","HARTFORD","NORTHEAST","NY","STORE","2017","2018","MPAC","N","c.2","b.N","b.<1800","e.70+","0"
"5706","CMP","METRO","NORTHEAST","NY","BUILDING","2017","2017","MPAC","Y","a.0","b.N","c.<4250","e.70+","1"
"5709","CMP","ATLANTA","SOUTHERN","AL","STORE","2017","2017","MPAC","N","a.0","a.Y","b.<1800","e.70+","0"
"5710","CMP","DALLAS","SOUTH CENTRAL","TX","BUSINESS","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<15","0"
"5711","CMP","HUNT VALLEY","MID-ATLANTIC","PA","BUILDING","2017","2017","MPAC","N","b.1","b.N","c.<4250","e.70+","1"
"5712","CMP","HARTFORD","NORTHEAST","NY","APARTMENTS","2017","2017","MPAC","N","b.1","b.N","c.<4250","d.<70","1"
"5713","CMP","NAPERVILLE","CENTRAL","MI","BUILDING","2017","2017","MPAC","N","a.0","b.N","d.<11300","b.<25","1"
"5715","CMP","DALLAS","SOUTH CENTRAL","TX","BUILDING","2017","2017","MPAC","N","a.0","b.N","d.<11300","c.<40","1"
"5716","CMP","DENVER","WESTERN","CO","CONTRACTORS","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"5717","CMP","HUNT VALLEY","MID-ATLANTIC","WV","BUILDING","2017","2017","MULTI","N","a.0","b.N","e.11300+","c.<40","1"
"5718","CMP","BRAINTREE","NORTHEAST","MA","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","e.70+","0"
"5720","CMP","HUNT VALLEY","MID-ATLANTIC","VA","BUSINESS","2017","2017","MPAC","N","a.0","a.Y","b.<1800","b.<25","0"
"5721","CMP","HARTFORD","NORTHEAST","NC","OFFICE","2017","2017","MPAC","N","b.1","b.N","b.<1800","c.<40","0"
"5722","CMP","CHARLOTTE","SOUTHERN","NC","RESTAURANTS","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<25","0"
"5723","CMP","NAPERVILLE","CENTRAL","IL","OFFICE","2017","2017","MULTI","N","b.1","b.N","d.<11300","b.<25","1"
"5725","CMP","METRO","NORTHEAST","NY","APARTMENTS","2016","2016","MPAC","N","b.1","b.N","d.<11300","e.70+","1"
"5726","CMP","HARTFORD","NORTHEAST","NY","BUSINESS","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"5728","CMP","DENVER","WESTERN","MT","BUSINESS","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<15","0"
"5730","CMP","ATLANTA","SOUTHERN","GA","OFFICE","2017","2017","MULTI","N","a.0","b.N","b.<1800","c.<40","0"
"5731","CMP","ATLANTA","SOUTHERN","MS","OFFICE","2017","2017","MULTI","N","b.1","b.N","b.<1800","b.<15","0"
"5732","CMP","HUNT VALLEY","MID-ATLANTIC","MD","RESTAURANTS","2017","2017","MULTI","N","a.0","b.N","b.<1800","d.<70","0"
"5733","CMP","DENVER","WESTERN","CA","BUSINESS","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","0"
"5734","CMP","HUNT VALLEY","MID-ATLANTIC","VA","CONTRACTORS","2017","2017","MPAC","N","b.1","b.N","b.<1800","d.<70","0"
"5735","CMP","ATLANTA","SOUTHERN","GA","STORE","2017","2017","MPAC","Y","a.0","b.N","c.<4250","c.<40","1"
"5736","CMP","METRO","NORTHEAST","NY","STORE","2017","2017","MPAC","Y","a.0","b.N","b.<1800","e.70+","0"
"5737","CMP","ATLANTA","SOUTHERN","MS","BUSINESS","2017","2017","MPAC","N","b.1","b.N","b.<1800","d.<70","0"
"5739","CMP","DENVER","WESTERN","CO","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"5740","CMP","NAPERVILLE","CENTRAL","WI","CONDOMINIUMS","2017","2017","MPAC","N","b.1","b.N","e.11300+","b.<15","1"
"5741","CMP","DENVER","WESTERN","NM","OFFICE","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<25","0"
"5742","CMP","DALLAS","SOUTH CENTRAL","TX","STORE","2017","2017","MPAC","N","a.0","b.N","c.<4250","d.<70","1"
"5743","CMP","DENVER","WESTERN","MT","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","e.70+","0"
"5744","CMP","CHARLOTTE","SOUTHERN","TN","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"5745","CMP","BRAINTREE","NORTHEAST","CT","APARTMENTS","2017","2017","MPAC","Y","a.0","b.N","c.<4250","e.70+","1"
"5746","CMP","HARTFORD","NORTHEAST","NY","APARTMENTS","2017","2017","MPAC","N","b.1","b.N","c.<4250","e.70+","1"
"5747","CMP","HUNT VALLEY","MID-ATLANTIC","VA","RESTAURANTS","2017","2018","MPAC","Y","e.4","b.N","b.<1800","c.<40","0"
"5748","CMP","NAPERVILLE","CENTRAL","WI","CONDOMINIUMS","2017","2018","MPAC","N","d.3","b.N","e.11300+","c.<40","1"
"5749","CMP","DENVER","WESTERN","WA","TECH OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"5750","CMP","DENVER","WESTERN","NM","CONTRACTORS","2017","2017","MULTI","N","a.0","b.N","b.<1800","c.<40","0"
"5752","CMP","NAPERVILLE","CENTRAL","IL","CONTRACTORS","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"5753","CMP","BRAINTREE","NORTHEAST","MA","GARAGE","2017","2017","MPAC","Y","a.0","b.N","c.<4250","c.<40","1"
"5754","CMP","DENVER","WESTERN","CO","BUILDING","2017","2017","MPAC","N","b.1","b.N","d.<11300","d.<70","1"
"5755","CMP","DALLAS","SOUTH CENTRAL","TX","RESTAURANTS","2017","2017","MULTI","N","a.0","b.N","b.<1800","d.<70","0"
"5756","CMP","DENVER","WESTERN","WA","TECH OFFICE","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<25","0"
"5757","CMP","DENVER","WESTERN","CO","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","c.<4250","d.<70","1"
"5758","CMP","DENVER","WESTERN","AZ","BUSINESS","2017","2017","MPAC","N","a.0","a.Y","b.<1800","b.<25","0"
"5759","CMP","ATLANTA","SOUTHERN","AL","BUILDING","2017","2017","MPAC","N","a.0","b.N","d.<11300","d.<70","1"
"5760","CMP","ATLANTA","SOUTHERN","AL","BUSINESS","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"5761","CMP","DENVER","WESTERN","WA","BUILDING","2017","2017","MULTI","N","a.0","a.Y","e.11300+","b.<15","1"
"5762","CMP","DENVER","WESTERN","CO","STORE","2017","2017","MULTI","N","a.0","a.Y","b.<1800","e.70+","0"
"5763","CMP","NAPERVILLE","CENTRAL","KY","CONTRACTORS","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"5764","CMP","ATLANTA","SOUTHERN","MS","OFFICE","2017","2017","MULTI","N","b.1","b.N","b.<1800","b.<25","0"
"5765","CMP","DALLAS","SOUTH CENTRAL","TX","RESTAURANTS","2017","2017","MULTI","Y","a.0","b.N","b.<1800","c.<40","0"
"5767","CMP","HUNT VALLEY","MID-ATLANTIC","WV","OFFICE","2017","2018","MULTI","N","e.4","b.N","b.<1800","d.<70","1"
"5768","CMP","CHARLOTTE","SOUTHERN","NC","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"5769","CMP","NAPERVILLE","CENTRAL","IN","BUILDING","2017","2017","MPAC","N","a.0","a.Y","e.11300+","b.<15","1"
"5770","CMP","HUNT VALLEY","MID-ATLANTIC","DE","STORE","2017","2018","MULTI","N","c.2","b.N","b.<1800","d.<70","0"
"5771","CMP","ATLANTA","SOUTHERN","AL","GARAGE","2017","2017","MPAC","N","a.0","b.N","d.<11300","e.70+","1"
"5772","CMP","HUNT VALLEY","MID-ATLANTIC","DE","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"5773","CMP","DENVER","WESTERN","CO","RESTAURANTS","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<15","0"
"5775","CMP","ATLANTA","SOUTHERN","GA","OFFICE","2017","2017","MPAC","N","a.0","a.Y","b.<1800","c.<40","0"
"5776","CMP","METRO","NORTHEAST","CT","BUILDING","2017","2017","MPAC","Y","a.0","b.N","d.<11300","d.<70","1"
"5777","CMP","ATLANTA","SOUTHERN","AL","APARTMENTS","2016","2016","MULTI","N","b.1","b.N","e.11300+","d.<70","1"
"5778","CMP","DENVER","WESTERN","NM","BUSINESS","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"5779","CMP","ATLANTA","SOUTHERN","MS","BUILDING","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","1"
"5780","CMP","NAPERVILLE","CENTRAL","IN","TECH OFFICE","2017","2017","MULTI","N","b.1","a.Y","b.<1800","b.<15","0"
"5781","CMP","NAPERVILLE","CENTRAL","IN","TECH OFFICE","2017","2017","MULTI","N","b.1","a.Y","b.<1800","b.<15","0"
"5782","CMP","BRAINTREE","NORTHEAST","VT","CONDOMINIUMS","2016","2016","MULTI","N","b.1","b.N","e.11300+","c.<40","1"
"5783","CMP","ATLANTA","SOUTHERN","AR","BUILDING","2017","2017","MPAC","N","a.0","b.N","c.<4250","c.<40","1"
"5784","CMP","ATLANTA","SOUTHERN","AL","STORE","2016","2016","MPAC","N","a.0","b.N","c.<4250","b.<15","1"
"5786","CMP","HARTFORD","NORTHEAST","NY","BUILDING","2017","2017","MPAC","N","a.0","b.N","d.<11300","c.<40","1"
"5789","CMP","DENVER","WESTERN","OR","BUILDING","2017","2017","MULTI","N","a.0","b.N","e.11300+","c.<40","1"
"5790","CMP","DALLAS","SOUTH CENTRAL","TX","BUILDING","2016","2016","MPAC","N","a.0","b.N","d.<11300","c.<40","1"
"5791","CMP","HARTFORD","NORTHEAST","NY","BUILDING","2017","2017","MPAC","N","b.1","b.N","d.<11300","e.70+","1"
"5792","CMP","DALLAS","SOUTH CENTRAL","TX","STORE","2017","2017","MULTI","N","a.0","b.N","c.<4250","c.<40","1"
"5794","CMP","DALLAS","SOUTH CENTRAL","TX","STORE","2017","2018","MPAC","N","d.3","b.N","b.<1800","b.<25","0"
"5795","CMP","DENVER","WESTERN","CO","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"5796","CMP","DENVER","WESTERN","NM","BUILDING","2017","2018","MPAC","N","c.2","b.N","d.<11300","b.<25","1"
"5797","CMP","DALLAS","SOUTH CENTRAL","TX","STORE","2016","2017","MPAC","N","c.2","b.N","b.<1800","e.70+","1"
"5798","CMP","DENVER","WESTERN","WA","GARAGE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"5799","CMP","HUNT VALLEY","MID-ATLANTIC","PA","BUSINESS","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"5800","CMP","KANSAS CITY","CENTRAL","MN","STORE","2017","2018","MPAC","N","c.2","b.N","b.<1800","d.<70","0"
"5801","CMP","DENVER","WESTERN","KY","APARTMENTS","2017","2017","MPAC","N","a.0","b.N","e.11300+","b.<25","1"
"5802","CMP","DENVER","WESTERN","AZ","OFFICE","2017","2017","MULTI","N","b.1","b.N","b.<1800","d.<70","0"
"5803","CMP","DALLAS","SOUTH CENTRAL","MA","STORE","2017","2017","MULTI","Y","b.1","b.N","b.<1800","b.<15","0"
"5804","CMP","NAPERVILLE","CENTRAL","WI","APARTMENTS","2017","2018","MPAC","N","c.2","b.N","e.11300+","b.<15","1"
"5805","CMP","CHARLOTTE","SOUTHERN","TN","BUILDING","2017","2017","MPAC","N","a.0","b.N","c.<4250","c.<40","1"
"5806","CMP","DENVER","WESTERN","MT","CONDOMINIUMS","2017","2017","MPAC","N","b.1","b.N","d.<11300","b.<25","1"
"5807","CMP","HUNT VALLEY","MID-ATLANTIC","VA","BUSINESS","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<25","0"
"5808","CMP","NAPERVILLE","CENTRAL","IL","BUSINESS","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<25","0"
"5809","CMP","HUNT VALLEY","MID-ATLANTIC","VA","OFFICE","2017","2018","MPAC","N","c.2","b.N","b.<1800","b.<25","0"
"5810","CMP","DENVER","WESTERN","NM","BUILDING","2017","2017","MULTI","N","a.0","a.Y","e.11300+","b.<15","1"
"5812","CMP","DALLAS","SOUTH CENTRAL","TX","GARAGE","2017","2017","MULTI","Y","a.0","b.N","b.<1800","b.<15","0"
"5813","CMP","DENVER","WESTERN","NM","STORE","2017","2017","MPAC","N","a.0","b.N","c.<4250","d.<70","1"
"5814","CMP","HUNT VALLEY","MID-ATLANTIC","MD","BUILDING","2017","2017","MPAC","N","a.0","b.N","d.<11300","d.<70","1"
"5815","CMP","DENVER","WESTERN","CO","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","c.<4250","c.<40","1"
"5816","CMP","DENVER","WESTERN","WA","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"5817","CMP","NAPERVILLE","CENTRAL","IL","OFFICE","2017","2017","MPAC","N","a.0","a.Y","b.<1800","b.<25","0"
"5818","CMP","CHARLOTTE","SOUTHERN","NC","BUILDING","2017","2017","MPAC","N","a.0","b.N","c.<4250","b.<25","1"
"5819","CMP","CHARLOTTE","SOUTHERN","NC","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","0"
"5820","CMP","BRAINTREE","NORTHEAST","MA","BUILDING","2017","2018","MPAC","N","c.2","a.Y","e.11300+","d.<70","1"
"5821","CMP","DALLAS","SOUTH CENTRAL","TX","TECH OFFICE","2017","2017","MULTI","Y","a.0","b.N","b.<1800","b.<15","0"
"5824","CMP","HARTFORD","NORTHEAST","MA","BUILDING","2017","2017","MPAC","Y","a.0","b.N","d.<11300","c.<40","1"
"5826","CMP","NAPERVILLE","CENTRAL","KY","RESTAURANTS","2016","2016","MULTI","N","b.1","b.N","c.<4250","b.<25","1"
"5827","CMP","HUNT VALLEY","MID-ATLANTIC","VA","OFFICE","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<25","0"
"5828","CMP","METRO","MID-ATLANTIC","NJ","STORE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","0"
"5829","CMP","ATLANTA","SOUTHERN","AL","CONTRACTORS","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","0"
"5830","CMP","HUNT VALLEY","MID-ATLANTIC","MD","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"5831","CMP","DENVER","WESTERN","AZ","BUILDING","2017","2017","MPAC","N","a.0","a.Y","b.<1800","b.<15","1"
"5832","CMP","ATLANTA","SOUTHERN","GA","STORE","2017","2018","MULTI","N","c.2","b.N","b.<1800","b.<15","0"
"5833","CMP","NAPERVILLE","CENTRAL","OH","BUILDING","2017","2017","MPAC","N","b.1","b.N","e.11300+","d.<70","1"
"5834","CMP","HUNT VALLEY","MID-ATLANTIC","VA","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"5835","CMP","METRO","NORTHEAST","NJ","APARTMENTS","2016","2016","MPAC","N","a.0","b.N","e.11300+","d.<70","1"
"5837","CMP","ATLANTA","SOUTHERN","GA","BUILDING","2017","2017","MPAC","N","a.0","b.N","d.<11300","d.<70","1"
"5838","CMP","HUNT VALLEY","MID-ATLANTIC","PA","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"5840","CMP","ATLANTA","SOUTHERN","GA","BUILDING","2017","2017","MPAC","N","a.0","b.N","d.<11300","b.<25","1"
"5841","CMP","NAPERVILLE","CENTRAL","IL","BUILDING","2016","2017","MULTI","N","a.0","a.Y","e.11300+","c.<40","1"
"5842","CMP","DENVER","WESTERN","AZ","BUSINESS","2017","2017","MPAC","N","b.1","a.Y","b.<1800","b.<25","0"
"5843","CMP","HARTFORD","NORTHEAST","NY","APARTMENTS","2016","2016","MPAC","N","a.0","b.N","d.<11300","d.<70","1"
"5845","CMP","DENVER","WESTERN","WA","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","e.70+","0"
"5846","CMP","NAPERVILLE","CENTRAL","KY","BUILDING","2017","2017","MPAC","N","a.0","b.N","c.<4250","d.<70","1"
"5847","CMP","HARTFORD","NORTHEAST","NY","BUILDING","2017","2017","MPAC","N","b.1","b.N","d.<11300","d.<70","1"
"5848","CMP","HARTFORD","NORTHEAST","NY","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","d.<70","0"
"5849","CMP","DENVER","WESTERN","NM","APARTMENTS","2017","2017","MPAC","N","a.0","b.N","e.11300+","b.<15","1"
"5851","CMP","HARTFORD","NORTHEAST","NY","BUILDING","2017","2017","MULTI","N","a.0","b.N","d.<11300","b.<25","1"
"5854","CMP","METRO","NORTHEAST","CT","RESTAURANTS","2017","2017","MPAC","Y","b.1","a.Y","b.<1800","d.<70","1"
"5856","CMP","DALLAS","SOUTH CENTRAL","TX","BUILDING","2016","2016","MPAC","N","b.1","b.N","c.<4250","b.<25","1"
"5857","CMP","ATLANTA","SOUTHERN","MS","BUSINESS","2017","2017","MPAC","N","a.0","b.N","b.<1800","e.70+","0"
"5858","CMP","NAPERVILLE","CENTRAL","IL","BUILDING","2017","2017","MPAC","N","b.1","b.N","e.11300+","d.<70","1"
"5859","CMP","ATLANTA","SOUTHERN","GA","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"5860","CMP","ATLANTA","SOUTHERN","MS","CONTRACTORS","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"5862","CMP","NAPERVILLE","CENTRAL","IN","GARAGE","2016","2016","MPAC","N","c.2","b.N","d.<11300","b.<15","1"
"5863","CMP","DENVER","WESTERN","AZ","BUILDING","2017","2017","MPAC","N","a.0","b.N","e.11300+","b.<25","1"
"5865","CMP","NAPERVILLE","CENTRAL","MI","STORE","2017","2017","MULTI","N","a.0","b.N","b.<1800","e.70+","0"
"5866","CMP","DENVER","WESTERN","MT","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"5867","CMP","HUNT VALLEY","MID-ATLANTIC","MD","BUILDING","2017","2017","MPAC","N","a.0","b.N","d.<11300","d.<70","1"
"5868","CMP","NAPERVILLE","CENTRAL","MI","BUILDING","2017","2017","MPAC","N","a.0","b.N","d.<11300","e.70+","1"
"5869","CMP","HUNT VALLEY","MID-ATLANTIC","VA","OFFICE","2017","2018","MPAC","N","c.2","b.N","b.<1800","b.<25","0"
"5870","CMP","DENVER","WESTERN","AZ","BUSINESS","2017","2017","MPAC","N","a.0","a.Y","b.<1800","b.<15","0"
"5871","CMP","DENVER","WESTERN","MT","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"5872","CMP","HUNT VALLEY","MID-ATLANTIC","PA","RESTAURANTS","2017","2017","MULTI","N","a.0","b.N","b.<1800","c.<40","0"
"5873","CMP","DENVER","WESTERN","AZ","BUILDING","2017","2017","MULTI","N","b.1","a.Y","d.<11300","c.<40","1"
"5874","CMP","HUNT VALLEY","MID-ATLANTIC","WA","OFFICE","2017","2018","MPAC","N","e.4","b.N","b.<1800","b.<15","0"
"5875","CMP","ATLANTA","SOUTHERN","GA","BUSINESS","2017","2017","MPAC","N","b.1","a.Y","b.<1800","b.<15","0"
"5877","CMP","DENVER","WESTERN","CO","STORE","2017","2017","MPAC","N","b.1","b.N","b.<1800","b.<15","0"
"5879","CMP","CHARLOTTE","SOUTHERN","SC","OFFICE","2017","2017","MPAC","N","a.0","b.N","d.<11300","b.<25","1"
"5880","CMP","DENVER","WESTERN","CA","BUILDING","2016","2016","MPAC","N","b.1","b.N","e.11300+","c.<40","1"
"5881","CMP","NAPERVILLE","CENTRAL","OH","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"5882","CMP","NAPERVILLE","CENTRAL","IN","STORE","2017","2017","MPAC","N","a.0","a.Y","c.<4250","b.<15","1"
"5883","CMP","HUNT VALLEY","MID-ATLANTIC","VA","RESTAURANTS","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<25","0"
"5884","CMP","BRAINTREE","NORTHEAST","NH","BUSINESS","2017","2017","MPAC","N","a.0","a.Y","b.<1800","e.70+","0"
"5885","CMP","BRAINTREE","NORTHEAST","NH","BUSINESS","2017","2017","MPAC","N","a.0","a.Y","b.<1800","e.70+","0"
"5886","CMP","BRAINTREE","NORTHEAST","NH","BUSINESS","2017","2017","MPAC","N","a.0","a.Y","b.<1800","e.70+","0"
"5887","CMP","DENVER","WESTERN","MT","RESTAURANTS","2016","2016","MULTI","N","c.2","a.Y","b.<1800","e.70+","0"
"5888","CMP","DENVER","WESTERN","UT","APARTMENTS","2017","2017","MPAC","N","b.1","a.Y","e.11300+","b.<15","1"
"5889","CMP","METRO","NORTHEAST","NY","STORE","2017","2017","MPAC","N","a.0","a.Y","b.<1800","d.<70","0"
"5890","CMP","CHARLOTTE","SOUTHERN","TN","BUILDING","2017","2017","MPAC","N","a.0","b.N","d.<11300","d.<70","1"
"5891","CMP","METRO","NORTHEAST","NJ","BUILDING","2017","2017","MPAC","N","a.0","b.N","d.<11300","e.70+","1"
"5893","CMP","HUNT VALLEY","MID-ATLANTIC","KS","APARTMENTS","2017","2017","MPAC","N","a.0","b.N","e.11300+","d.<70","1"
"5894","CMP","DENVER","WESTERN","AZ","BUSINESS","2017","2017","MPAC","N","b.1","a.Y","b.<1800","b.<25","0"
"5895","CMP","HUNT VALLEY","MID-ATLANTIC","WV","APARTMENTS","2017","2017","MPAC","N","a.0","b.N","e.11300+","b.<15","1"
"5896","CMP","DENVER","WESTERN","AZ","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<15","0"
"5897","CMP","NAPERVILLE","CENTRAL","MI","RESTAURANTS","2016","2017","MPAC","N","c.2","b.N","b.<1800","d.<70","0"
"5898","CMP","HUNT VALLEY","MID-ATLANTIC","MD","RESTAURANTS","2017","2017","MPAC","N","a.0","b.N","c.<4250","b.<25","1"
"5899","CMP","BRAINTREE","NORTHEAST","MA","CONTRACTORS","2017","2017","MPAC","N","a.0","b.N","b.<1800","b.<25","0"
"5900","CMP","DENVER","WESTERN","NM","BUILDING","2017","2017","MULTI","N","a.0","b.N","c.<4250","b.<15","1"
"5901","CMP","HARTFORD","NORTHEAST","NY","OFFICE","2017","2018","MPAC","N","c.2","b.N","b.<1800","c.<40","0"
"5902","CMP","HUNT VALLEY","MID-ATLANTIC","PA","CONTRACTORS","2017","2017","MULTI","N","a.0","b.N","b.<1800","d.<70","0"
"5903","CMP","DALLAS","SOUTH CENTRAL","TX","BUILDING","2017","2017","MPAC","N","a.0","a.Y","e.11300+","b.<15","1"
"5904","CMP","ATLANTA","SOUTHERN","MS","BUILDING","2017","2017","MPAC","N","a.0","b.N","d.<11300","b.<15","1"
"5907","CMP","ATLANTA","SOUTHERN","GA","STORE","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<15","0"
"5908","CMP","HUNT VALLEY","MID-ATLANTIC","VA","RESTAURANTS","2017","2017","MULTI","Y","b.1","b.N","b.<1800","d.<70","1"
"5909","CMP","DENVER","WESTERN","AZ","OFFICE","2017","2017","MULTI","N","a.0","b.N","b.<1800","b.<15","0"
"5910","CMP","HUNT VALLEY","MID-ATLANTIC","PA","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"5911","CMP","ATLANTA","SOUTHERN","GA","STORE","2017","2017","MULTI","Y","a.0","b.N","b.<1800","b.<25","0"
"5912","CMP","NAPERVILLE","CENTRAL","IL","BUILDING","2016","2016","MPAC","N","b.1","b.N","c.<4250","d.<70","1"
"5913","CMP","HUNT VALLEY","MID-ATLANTIC","TX","STORE","2017","2017","MPAC","Y","a.0","b.N","b.<1800","b.<25","0"
"5915","CMP","KANSAS CITY","CENTRAL","IA","BUILDING","2017","2017","MPAC","N","a.0","b.N","c.<4250","b.<15","1"
"5916","CMP","DALLAS","SOUTH CENTRAL","TX","BUILDING","2017","2017","MPAC","N","b.1","b.N","e.11300+","c.<40","1"
"5917","CMP","DENVER","WESTERN","CO","RESTAURANTS","2017","2017","MULTI","N","b.1","a.Y","b.<1800","b.<25","0"
"5919","CMP","NAPERVILLE","CENTRAL","IL","OFFICE","2017","2017","MULTI","N","a.0","b.N","d.<11300","e.70+","1"
"5923","CMP","ATLANTA","SOUTHERN","GA","STORE","2017","2017","MPAC","N","b.1","b.N","c.<4250","d.<70","1"
"5926","CMP","DENVER","WESTERN","CO","GARAGE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"5927","CMP","DENVER","WESTERN","WY","OFFICE","2016","2017","MPAC","N","a.0","a.Y","d.<11300","b.<15","1"
"5928","CMP","DENVER","WESTERN","MT","STORE","2017","2018","MPAC","N","c.2","b.N","d.<11300","b.<25","1"
"5929","CMP","DENVER","WESTERN","AZ","STORE","2017","2018","MPAC","N","c.2","b.N","b.<1800","c.<40","0"
"5930","CMP","DIAMOND BAR","CALIFORNIA","CA","APARTMENTS","2017","2017","MPAC","N","b.1","b.N","e.11300+","d.<70","1"
"5931","CMP","DENVER","WESTERN","NM","GARAGE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"5932","CMP","DENVER","WESTERN","AZ","OFFICE","2017","2018","MULTI","N","d.3","a.Y","b.<1800","c.<40","0"
"5933","CMP","DENVER","WESTERN","AZ","BUILDING","2017","2017","MPAC","N","a.0","b.N","d.<11300","d.<70","1"
"5934","CMP","WALNUT CREEK","CALIFORNIA","CA","OFFICE","2017","2017","MPAC","N","a.0","b.N","b.<1800","c.<40","0"
"5935","CMP","CHARLOTTE","SOUTHERN","CA","BUILDING","2017","2017","MPAC","N","b.1","b.N","c.<4250","d.<70","1"
"5936","CMP","DENVER","WESTERN","CO","CONDOMINIUMS","2017","2017","MPAC","N","b.1","b.N","e.11300+","b.<15","1"
"5937","CMP","HARTFORD","NORTHEAST","PA","RESTAURANTS","2017","2017","MULTI","N","b.1","a.Y","b.<1800","b.<15","0"
"5938","CMP","METRO","NORTHEAST","NY","STORE","2017","2017","MPAC","Y","b.1","b.N","c.<4250","d.<70","1"
"5939","CMP","HUNT VALLEY","MID-ATLANTIC","PA","APARTMENTS","2017","2017","MPAC","N","b.1","b.N","e.11300+","e.70+","1"
"5940","CMP","DALLAS","SOUTH CENTRAL","TX","BUILDING","2017","2017","MPAC","N","b.1","b.N","d.<11300","b.<15","1"
"5941","CMP","ATLANTA","SOUTHERN","SC","STORE","2016","2016","MPAC","N","a.0","b.N","d.<11300","b.<25","1"
